Alamat,Industri,SubIndustri,Email,Fax,KegiatanUsahaUtama,KodeEmiten,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Logo,NamaEmiten
JL. RS FATMAWATI NO. 32 JAKARTA SELATAN,INSURANCE,GENERAL INSURANCE,jenry.cardo@asuransibintang.com,7590 2555,ASURANSI KERUGIAN,ASBI,01.306.897.8-054.000,DEVELOPMENT,FINANCIALS,INSURANCE,1989-11-29T00:00:00,7590 2777,www.asuransibintang.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASBI.jpg,ASURANSI BINTANG TBK
WISMA HAYAM WURUK LT. 7 JL. HAYAM WURUK NO. 8 JAKARTA 10120,INSURANCE,GENERAL INSURANCE,csecretary@dayinmitra.com,021-3453457,ASURANSI KERUGIAN,ASDM,001.316.236.7-054.000,DEVELOPMENT,FINANCIALS,INSURANCE,1989-12-15T00:00:00,021-80868888,www.asuransidayinmitra.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASDM.jpg,ASURANSI DAYIN MITRA TBK
JL. KRAMAT RAYA N0. 43 JAKARTA 10450,COMMERCIAL SERVICES,BUSINESS SUPPORT SERVICES,corporate.secretary@astragraphia.co.id,021 - 3909388,COMPUTER AND SERVICES,ASGR,www.astragraphia.co.id,MAIN,INDUSTRIALS,INDUSTRIAL SERVICES,1989-11-15T00:00:00,021 - 3909190,www.astragraphia.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASGR.jpg,ASTRA GRAPHIA TBK
"MENARA ASTRA LT 58-63, JL. JENDRAL SUDIRMAN KAV 5-6, JAKARTA, 10220",MULTI-SECTOR HOLDINGS,MULTI-SECTOR HOLDINGS,corporate.secretary@ai.astra.co.id,(021) 6530-4957,PERDAGANGAN UMUM,ASII,01.302.584.6-092.000,MAIN,INDUSTRIALS,MULTI-SECTOR HOLDINGS,1990-04-04T00:00:00,(021) 508 43 888,www.astra.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASII.jpg,ASTRA INTERNATIONAL TBK
GEDUNG AGRO PLAZA LANTAI 9 JL. HR. RASUNA SAID BLOK X 2 NOMOR 1 JAKARTA 12950,INSURANCE,GENERAL INSURANCE,HeadOffice@jastan.co.id,"021-5262539, 5262540",ASURANSI NON JIWA KONVENSIONAL,ASJT,01.105.014.3-054.000,DEVELOPMENT,FINANCIALS,INSURANCE,2003-12-23T00:00:00,021-5262529,www.jastan.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASJT.jpg,ASURANSI JASA TANIA TBK
"18 PARC PLACE, SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD), TOWER B, LANTAI 8 SUITE A, JALAN JENDERAL SUDIRMAN KAVELING 52-53, RT 005, RW 003, KELURAHAN SENAYAN, KECAMATAN KEBAYORAN BARU, KOTA ADMINISTRASI JAKARTA SELATAN 12190,",INSURANCE,GENERAL INSURANCE,corporate.secretary@asuransimaximus.com,0,ASURANSI KERUGIAN,ASMI,01.371.047.0-054.000,WATCHLIST,FINANCIALS,INSURANCE,2014-01-16T00:00:00,(62-21) 51400388,www.asuransimaximus.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASMI.jpg,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
"SONA TOPAS TOWER LANTAI 5 RUANG 5-01 JL. JEND. SUDIRMAN KAV. 26 KELURAHAN KARET, KECAMATAN SETIA BUDI JAKARTA SELATAN 12920",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,info@ansa-land.com,(62-21) 290 37545,BIDANG REAL ESTAT,ASPI,03.274.046.6-011.000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2020-02-17T00:00:00,(62-21) 250 6789,www.ansa-land.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASPI.jpg,PT ANDALAN SAKTI PRIMAINDO TBK
"WISMA ARGO MANUNGGAL, LT. 18, JL. JEND. GATOT SUBROTO KAV. 22, JAKARTA 12930",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@alam-sutera.com,252 5050,PENGEMBANG DAN PEMBANGUNAN (REAL ESTATE),ASRI,01.642.819.5.054.000,MAIN,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2007-12-18T00:00:00,252 3838,www.alamsuterarealty.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASRI.jpg,ALAM SUTERA REALTY TBK
JL. KEBON SIRIH NO. 49 JAKARTA 10340,INSURANCE,GENERAL INSURANCE,corsec@asuransiramayana.co.id,-,ASURANSI KERUGIAN,ASRM,01.318.451.0-054.000,DEVELOPMENT,FINANCIALS,INSURANCE,1990-03-19T00:00:00,3193 7148,www.asuransiramayana.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASRM.jpg,ASURANSI RAMAYANA TBK
"GEDUNG SAMUDERA KIRANA LT. 6, JL. YOS SUDARSO NO. 88, SUNTER, JAKARTA UTARA 14350 , INDONESIA",PASSENGER LAND TRANSPORTATION,ROAD TRANSPORTATION,corporate.secretary@assarent.co.id,6530 8822,"BERGERAK DI BIDANG JASA PENYEWAAN KENDARAAN BERMOTOR/ALAT TRANSPORTASI DARAT, JUAL BELI KENDARAAN BEKAS, JASA PENGURUSAN TRANSPORTASI/LOGISTIK DAN JASA PENYEDIAAN JURU MUDI MELALUI ENTITAS ANAK",ASSA,01.955.213.2-054.000,MAIN,TRANSPORTATION & LOGISTIC,TRANSPORTATION,2012-11-12T00:00:00,6530 8811,www.assarent.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASSA.jpg,ADI SARANA ARMADA TBK
"JL. H. JUNAEDI NO.1 RT 12 RW 03, CIPETE SELATAN, KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12410",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corscec.tpg@gmail.com,0,BERGERAK DI BIDANG PENGEMBANG (DEVELOPER) PROPERTI,ATAP,72.802.757.4-434.001,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2020-12-11T00:00:00,+6221 27813852,www.trimitraprawaraland.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ATAP.jpg,PT TRIMITRA PRAWARA GOLDLAND TBK
GRAHA BIP LANTAI 7JL. JEND. GATOT SUBROTO KAV. 23 JAKARTA,IT SERVICES & CONSULTING,IT SERVICES & CONSULTING,corporate.secretary@anabatic.com,021-5229777,"SISTEM INTEGRASI TEKNOLOGI INFORMASI YANG TERDIRI DARI SOLUSI SISTEM INTEGRASI, LAYANAN BUSINESS PROCESS OUTSOURCING, LAYANAN TEKNOLOGI INFORMASI OUTSOURCING, DAN DISTRIBUSI DAN BISNIS PENDUKUNGNYA",ATIC,0,DEVELOPMENT,TECHNOLOGY,SOFTWARE & IT SERVICES,2015-07-08T00:00:00,021-5229909,www.anabatic.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ATIC.jpg,PT ANABATIC TECHNOLOGIES TBK
JL. RAYA PEGANGSAAN DUA KM 2.2 KELAPA GADING JAKARTA 14250,AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,investor@component.astra.co.id,"(021)4603559,4603549,4607009,4607011",AUTOMOTIVE AND COMPONENTS,AUTO,0013 4524 3805 4000,MAIN,CONSUMER CYCLICALS,AUTOMOBILES & COMPONENTS,1998-06-15T00:00:00,"(021) 4603550, 4607025",http://www.component.astra.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AUTO.jpg,ASTRA OTOPARTS TBK
"JALAN RAYA SURABAYA SIDOARJO KM. 19, DESA WADUNGASIH, KECAMATAN BUDURAN, KABUPATEN SIDOARJO, JAWA TIMUR, 61252",CHEMICALS,SPECIALTY CHEMICALS,corsec@avianbrands.com,-,"BERGERAK DI BIDANG USAHA INDUSTRI DAN PERDAGANGAN CAT DAN TINTA CETAK, PERNIS, LAK, PEREKAT/LEM, MORTAR ATAU BETON SIAP PAKAI",AVIA,0012 0326 5264 1000,MAIN,BASIC MATERIALS,BASIC MATERIALS,2021-12-08T00:00:00,031 - 8968000,www.avianbrands.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AVIA.jpg,PT AVIA AVIAN TBK
GEDUNG GONDANGDIA LAMA 25 LT 3 R 1B-1C JL. RP SOEROSO NO 25 JAKARTA 10330 JAKARTA PUSAT,CONSTRUCTION MATERIALS,CONSTRUCTION MATERIALS,corpsec@agroyasalestari.com,021-3918838,"PERDAGANGAN BESAR ASPAL, GEOSINTETIK DAN BUNGKIL KEDELAI (SOYA BEANS MEAL).",AYLS,02.938.577.0-071.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,2020-02-12T00:00:00,021-3918838,www.agroyasalestari.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AYLS.jpg,PT AGRO YASA LESTARI TBK
"GEDUNG MNC BANK TOWER LANTAI 8, JL. KEBON SIRIH NO.21-27, JAKARTA 10340",BANKS,BANKS,corporate.legal@mncbank.co.id,3983-6700,PERBANKAN,BABP,01.342.094.8-054.000,DEVELOPMENT,FINANCIALS,BANKS,2002-07-15T00:00:00,2980-5555,www.mncbank.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BABP.jpg,PT BANK MNC INTERNASIONAL TBK
"MENARA JAMSOSTEK LANTAI 6, JL, GATOT SUBROTO NO. 38",BANKS,BANKS,helpdesk.corpsec@bankcapital.co.id,(021)27938900,PERBANKAN,BACA,01.341.893.4-054.000,MAIN,FINANCIALS,BANKS,2007-10-04T00:00:00,(021)27938989,www.bankcapital.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BACA.jpg,PT BANK CAPITAL INDONESIA TBK
JL PANGERAN JAYAKARTA 55 JAKARTA PUSAT 10730,METALS & MINERALS,IRON & STEEL,team_scb@yahoo.com,(62-21) 601-1933,INDUSTRI PABRIK BESI BAJA LAPIS SENG DAN ALUMINIUM SENG,BAJA,01.640.914.6-054.000,DEVELOPMENT,BASIC MATERIALS,BASIC MATERIALS,2011-12-21T00:00:00,(62-21) 628-8647,http://www.saranacentral.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAJA.jpg,SARANACENTRAL BAJATAMA TBK
"JLN. SUNSET ROAD, LINGKUNGAN ABIANBASE, KELURAHAN KUTA, KECAMATAN KUTA, KABUPATEN BADUNG, BALI 80361.",WIRELESS TELECOMMUNICATION SERVICES,WIRELESS TELECOMMUNICATION SERVICES,corporate.secretary@balitower.co.id,(0361) 766059,"PENYEDIA MENARA TELEKOMUNIKASI, JASA DAN JARINGAN TELEKOMUNIKASI",BALI,02.601.536.2-054.000,MAIN,INFRASTRUCTURES,TELECOMMUNICATION,2014-03-13T00:00:00,(0361) 767629,www.balitower.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BALI.jpg,PT BALI TOWERINDO SENTRA TBK
"GEDUNG MILLENNIUM CENTENNIAL CENTER LT 7 JL. JENDERAL SUDIRMAN KAV. 25 JAKARTA SELATAN, 12920",BANKS,BANKS,corsec@aladinbank.id,+62 21 3970 8007,PERBANKAN,BANK,01.657.743.9-058.000,DEVELOPMENT,FINANCIALS,BANKS,2021-02-01T00:00:00,+62 21 3970 8008,www.aladinbank.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BANK.jpg,PT BANK ALADIN SYARIAH TBK
"GEDUNG TOMANG TOL LT. 2, JL. ARJUNA NO. 1, TANJUNG DUREN SELATAN, JAKARTA 11470",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corporatesecretary@bekasiasripemula.co.id,5687232,REAL ESTATE,BAPA,01.635.426.8-054.000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2008-01-14T00:00:00,563 6913; 569 42191,www.bekasiasripemula.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAPA.jpg,BEKASI ASRI PEMULA TBK
JALAN RADEN FATAH NO. 62 CILEDUG – TANGERANG 15151,REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@bhaktiagung.com,0,PROPERTI (REAL ESTATE PROPERTY),BAPI,03.220.609.6-652.000,WATCHLIST,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2019-09-16T00:00:00,021 22797778,www.bhaktiagung.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAPI.jpg,PT BHAKTI AGUNG PROPERTINDO TBK
"GEDUNG VENTURA LANTAI 7 UNIT 701, JL. R.A. KARTINI NO.26 RT.12/RW.6, CILANDAK BARAT, KECAMATAN CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12430.",APPAREL & LUXURY GOODS,FOOTWEAR,id.corporate-secretary@bata.com,-,INDUSTRI ALAS KAKI,BATA,01.000.075.0-092.000,WATCHLIST,CONSUMER CYCLICALS,APPAREL & LUXURY GOODS,1982-03-24T00:00:00,021 7505353,www.bata.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BATA.jpg,SEPATU BATA TBK
"JL. RAYA TANJUNG PASIR KP. PONDOK BAHAGIA NO. 18, TEGAL ANGUS, TELUKNAGA, TANGERANG, BANTEN 15510",SPECIALTY RETAIL,HOME IMPROVEMENT RETAIL,corpsec@masworkspace.co.id,(021) 2229 3755,"BERGERAK DALAM BIDANG PERDAGANGAN BESAR LOGAM UNTUK BAHAN KONSTRUKSI, TERUTAMA MUR DAN BAUT",BAUT,0032 6243 8903 7000,WATCHLIST,CONSUMER CYCLICALS,RETAILING,2022-01-28T00:00:00,(021) 2229 3554,www.masworkspace.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAUT.jpg,PT MITRA ANGKASA SEJAHTERA TBK
JL. IR.H. JUANDA III NO. 2 JAKARTA 10210,TOURISM & RECREATION,TRAVEL AGENCIES,siti.fatonah@bayubuanatravel.com dan quality.assurance@bayubuanatravel.com,3459535,BIRO PERJALANAN WISATA,BAYU,01.365.140.1-054.000,MAIN,CONSUMER CYCLICALS,CONSUMER SERVICES,1989-10-30T00:00:00,23509999,http://www.bayubuanatravel.com dan http://www.bayubuanagroup.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAYU.jpg,BAYU BUANA TBK
"MENARA BCA, GRAND INDONESIA JALAN MH THAMRIN NO. 1 JAKARTA 10310",BANKS,BANKS,investor_relations@bca.co.id,021-23588300,JASA PERBANKAN,BBCA,01.308.449.6-091.000,MAIN,FINANCIALS,BANKS,2000-05-31T00:00:00,021-23588000,www.bca.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBCA.jpg,PT BANK CENTRAL ASIA TBK
"MENARA BANK MEGA, LANTAI 5-6, JALAN KAPTEN P. TENDEAN NO.12-14A, JAKARTA SELATAN 12790",BANKS,BANKS,corsec@allobank.com,(021) 3841022; 3851023,PERBANKAN,BBHI,01.593.252.8-046.000,MAIN,FINANCIALS,BANKS,2015-08-12T00:00:00,021-7990671-021-79184705-021-79182387,www.allobank.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBHI.jpg,PT ALLO BANK INDONESIA TBK
"GEDUNG KB BANK, JL. MT. HARYONO KAV. 50-51, JAKARTA 12770",BANKS,BANKS,"investor.relations@kbbank.co.id, corsec@kbbank.co.id",021-798 0625,PERBANKAN,BBKP,001.367.605.1-091.000,DEVELOPMENT,FINANCIALS,BANKS,2006-07-10T00:00:00,021-798 8266,www.kbbank.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBKP.jpg,PT BANK KB INDONESIA TBK
"OFFICE TOWER @ CIPUTRA WORLD 2, LANTAI 38 UNIT A-F JL. PROF. DR. SATRIO KAV.11 JAKARTA 12950",CONSUMER FINANCING,CONSUMER FINANCING,dldivcorsec@buanafinance.co.id,021-50806996,PEMBIAYAAN,BBLD,0013636998054000,DEVELOPMENT,FINANCIALS,FINANCING SERVICE,1990-05-07T00:00:00,021-50806969,www.buanafinance.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBLD.jpg,BUANA FINANCE TBK
"JL. H. ZAINUL ARIFIN NO. 118, MEDAN",BANKS,BANKS,corsec@bankmestika.co.id,061-4527324,JASA PERBANKAN,BBMD,01.100.435.5-123.000,DEVELOPMENT,FINANCIALS,BANKS,2013-07-08T00:00:00,061-4525800,www.bankmestika.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBMD.jpg,PT BANK MESTIKA DHARMA TBK
GRHA BNI LANTAI 24 JL. JENDERAL SUDIRMAN KAVLING 1 JAKARTA PUSAT 10220,BANKS,BANKS,bni@bni.co.id,021-2511961,PERBANKAN & KEGIATAN USAHA PENUNJANG LAINNYA,BBNI,01.001.606.1-093.000,MAIN,FINANCIALS,BANKS,1996-11-25T00:00:00,"021-2511946, 021-5728387",www.bni.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBNI.jpg,PT BANK NEGARA INDONESIA (PERSERO) TBK
"GEDUNG BRI I JL. JENDERAL SUDIRMAN KAV.44-46, JAKARTA PUSAT 10210",BANKS,BANKS,humas@bri.co.id; corsec@bri.co.id,021 - 5752010; 5700916,JASA PERBANKAN,BBRI,0010016087093000,MAIN,FINANCIALS,BANKS,2003-11-10T00:00:00,021 - 575 1966,www.bri.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBRI.jpg,PT BANK RAKYAT INDONESIA (PERSERO) TBK
"TCC BATAVIA TOWER ONE 8TH FLOOR, SUITE 08-09 JALAN KH. MAS MANSYUR KAV. 126 JAKARTA 10220",COAL,COAL DISTRIBUTION,corpsec@bbr.co.id,(021) 295 294 62,PELAYARAN,BBRM,001.768.600.7-054.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2013-01-09T00:00:00,(021) 295 294 61,www.bbr.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBRM.jpg,PELAYARAN NASIONAL BINA BUANA RAYA TBK
"GEDUNG DIPO TOWER LANTAI 9, JL. GATOT SUBROTO NO. KAV. 50-52 PETAMBURAN, KECAMATAN TANAH ABANG, JAKARTA PUSAT, DKI JAKARTA 10260",BANKS,BANKS,corsec@krom.id,-,BANK UMUM KONVENSIONAL,BBSI,01.104.936.8-441.000,MAIN,FINANCIALS,BANKS,2020-09-07T00:00:00,(021) 50899777,www.krom.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBSI.jpg,PT KROM BANK INDONESIA TBK
"JL. W.R. SUPRATMAN NO. 19, SURABAYA",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@bumibenowo.com,+62 31 566 2800,REAL ESTATE YANG DIMILIKI SENDIRI ATAU DISEWA,BBSS,01.441.228.2-613.000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2020-04-15T00:00:00,+62 31 561 2227 / 565 2277,www.bumibenowo.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBSS.jpg,PT BUMI BENOWO SUKSES SEJAHTERA TBK
"GEDUNG MENARA BTN, JL.GAJAH MADA NO. 1, JAKARTA 10130",BANKS,BANKS,achmad.chaerul@btn.co.id,-,BERGERAK DALAM BIDANG USAHA PERBANKAN,BBTN,01.001.609.5-093.000,MAIN,FINANCIALS,BANKS,2009-12-17T00:00:00,021-6336789,www.btn.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBTN.jpg,PT BANK TABUNGAN NEGARA (PERSERO) TBK
"TREASURY TOWER LANTAI 60 KAWASAN DISTRICT 8, LOT 28, SCBD, JALAN JENDERAL SUDIRMAN KAV. 52-53 JAKARTA 12190",BANKS,BANKS,corsec@bankneo.co.id,-,PERBANKAN,BBYB,0013415708073000,MAIN,FINANCIALS,BANKS,2015-01-13T00:00:00,021-27094950 021-27094951,http://www.bankneocommerce.co.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBYB.jpg,PT BANK NEO COMMERCE TBK
GEDUNG MNC BANK TOWER LANTAI 21 JL. KEBON SIRIH NO.21-27 JAKARTA PUSAT 10340 INDONESIA,HOLDING & INVESTMENT COMPANIES,FINANCIAL HOLDINGS,corsec.mncfinancialservices@mncgroup.com,021-39836870,INVESTMENT COMPANY,BCAP,01.911.968.4-054.000,MAIN,FINANCIALS,HOLDING & INVESTMENT COMPANIES,2001-06-08T00:00:00,021-29709700,www.mncfinancialservices.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCAP.jpg,MNC KAPITAL INDONESIA TBK
"GEDUNG SAHID SUDIRMAN CENTER, LANTAI 33, JL. JEND.SUDIRMAN NO. 86 JAKARTA PUSAT 10220",BANKS,BANKS,-,02129261492,PERBANKAN,BCIC,0013430707054000,WATCHLIST,FINANCIALS,BANKS,1997-06-25T00:00:00,02129261111,www.jtrustbank.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCIC.jpg,PT BANK JTRUST INDONESIA TBK
"GEDUNG MILLENNIUM GROUP JL. KRAMAT RAYA NO. 32-34, JAKARTA PUSAT 10450",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@bumicitrapermai.com,(021) 3193 5557,PROPERTY DAN REAL ESTATE,BCIP,019698125054000,DEVELOPMENT,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2009-12-11T00:00:00,(021) 391 6338,www.bumicitrapermai.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCIP.jpg,BUMI CITRA PERMAI TBK
"MENARA BANK DANAMON, JL. HR. RASUNA SAID, BLOK C NO 10, KEL. KARET, KEC. SETIABUDI, JAKARTA SELATAN",BANKS,BANKS,corporate.secretary@danamon.co.id,(021) 80645033,JASA PERBANKAN,BDMN,01.308.470.2-091.000,MAIN,FINANCIALS,BANKS,1989-12-06T00:00:00,(021) 80645000,http://www.danamon.co.id/,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BDMN.jpg,PT BANK DANAMON INDONESIA TBK
"EQUITY TOWER, LANTAI 22 UNIT A, LOT 9 - SUDIRMAN CENTRAL BUSINESS DISTRICT - JL. JEND SUDIRMAN KAV 52-53, JAKARTA 12190",PROCESSED FOODS,PROCESSED FOODS,corporatesecretary@estikafood.com,-,"MENJALANKAN USAHA TERINTEGRASI DALAM KEGIATAN PRODUKSI DAN DISTRIBUSI MAKANAN OLAHAN YANG TERMASUK NAMUN TIDAK TERBATAS PADA PENGOLAHAN DANPERDAGANGAN SAPI, AYAM, IKAN, FROZEN DOUGH, AGRIBISNIS PETERNAKAN BAIK YANG DILAKUKAN MELALUI PERSEROAN MAUPUN PERUSAHAAN ANAK.",BEEF,02.052.697.6-413.000,DEVELOPMENT,CONSUMER NON-CYCLICALS,FOOD & BEVERAGE,2019-01-10T00:00:00,02151402094,www.kibif.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEEF.jpg,PT ESTIKA TATA TIARA TBK
"JL. VETERAN NO.4. KELURAHAN CIPARE, KECAMATAN SERANG, KOTA SERANG, PROVINSI BANTEN",BANKS,BANKS,corporate.secretary@bankbanten.com,-,PERBANKAN,BEKS,0015.8174.3005.4000,WATCHLIST,FINANCIALS,BANKS,2001-07-13T00:00:00,0254 - 7914966,www.bankbanten.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEKS.jpg,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
"JL. MAHAR MARTANEGARA NO. 170, CIMAHI",APPAREL & LUXURY GOODS,TEXTILES,corsec@trisula.com,0226613377,INDUSTRI TEKSTIL DAN PERDAGANGAN TEKSTIL,BELL,01.118.564.2-441.000,DEVELOPMENT,CONSUMER CYCLICALS,APPAREL & LUXURY GOODS,2017-10-03T00:00:00,0226613333,www.trisulatextile.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BELL.jpg,PT TRISULA TEXTILE INDUSTRIES TBK
"JL. PELABUHAN FERRY RT/RW 005/001 BATULICIN, TANAH BUMBU KALIMANTAN SELATAN",COAL,COAL DISTRIBUTION,corpsec@batulicinnusantaramaritim.com,0,PERSEROAN MENJALANKAN USAHA DALAM BIDANG TRANSPORTASI PERAIRAN LAUT DAN SUNGAI DI INDONESIA UNTUK JASA TRANSPORTASI BATUBARA,BESS,03.153.905.9-734.000,DEVELOPMENT,ENERGY,"OIL, GAS & COAL",2020-03-09T00:00:00,(0518) 71869,www.batulicinnusantaramaritim.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BESS.jpg,PT BATULICIN NUSANTARA MARITIM TBK
"KAWASAN INDUSTRI MM2100 JLN. SUMATERA DESA GANDASARI, KECAMATAN CIKARANG BARAT KABUPATEN BEKASI",REAL ESTATE MANAGEMENT & DEVELOPMENT,REAL ESTATE DEVELOPMENT & MANAGEMENT,corsec@befa.id,(021) 252-0087,PEMBANGUNAN DAN PENGELOLAAN KAWASAN INDUSTRI DAN PROPERTI BERIKUT SELURUH SARANA DAN PRASARANA PENDUKUNGNYA,BEST,0013421573054000,MAIN,PROPERTIES & REAL ESTATE,PROPERTIES & REAL ESTATE,2012-04-10T00:00:00,(021) 252-5334,www.befa.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEST.jpg,BEKASI FAJAR INDUSTRIAL ESTATE TBK
"BFI TOWER - SUNBURST CBD LOT 1.2, JL. KAPT. SOEBIJANTO DJOJOHADIKUSUMO BSD CITY, TANGERANG SELATAN,",CONSUMER FINANCING,CONSUMER FINANCING,corsec@bfi.co.id,"(021) 2966 0757, 2966 58",PEMBIAYAAN,BFIN,0013 1611 1209 1000,MAIN,FINANCIALS,FINANCING SERVICE,1990-05-16T00:00:00,"(021) 2965 0300, 2965 0500",www.bfi.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BFIN.jpg,BFI FINANCE INDONESIA TBK
"WISMA HAYAM WURUK LT. 1-2, JLN. HAYAM WURUK NO. 8, JAKARTA PUSAT 10120",BANKS,BANKS,corpsect@bankganesha.co.id,+6221-29109992,PERBANKAN,BGTG,0015479520073000,DEVELOPMENT,FINANCIALS,BANKS,2016-05-12T00:00:00,+6221-29109900 (Hunting),www.bankganesha.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BGTG.jpg,PT BANK GANESHA TBK
"TIFA BUILDING LT. 8 JL. KUNINGAN BARAT 26, JAKARTA SELATAN, 12710",INSURANCE,LIFE INSURANCE,cs@bhaktimultiartha.co.id,(+6221) 27098077,BERGERAK DALAM BIDANG KONSULTASI MANAJEMEN DAN PERUSAHAAN HOLDING BIDANG KEUANGAN,BHAT,82.348.028.0-012.000,DEVELOPMENT,FINANCIALS,INSURANCE,2020-04-15T00:00:00,(+6221) 27097677,www.bhaktimultiartha.co.id,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BHAT.jpg,PT BHAKTI MULTI ARTHA TBK
GEDUNG MNC BANK TOWER LANTAI 21 JL. KEBON SIRIH NO. 21-27 JAKARTA PUSAT 10340,MULTI-SECTOR HOLDINGS,MULTI-SECTOR HOLDINGS,corsec.mnc-corporation@mncgroup.com,021-39836870,INVESTMENT COMPANY,BHIT,01.333.903.1-054.000,WATCHLIST,INDUSTRIALS,MULTI-SECTOR HOLDINGS,1997-11-24T00:00:00,021-29709700,www.mncgroup.com,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BHIT.jpg,PT MNC ASIA HOLDING TBK
