Nama,cluster_node2vec_256
DIRTA JAYA,2
DISHUB KAB TELUK WONDAMA,2
DK FOOD GROUP,0
DK LIM SONS INVESTMENT PTE LTD,0
DKSH HOLDING AG,1
DKSH HOLDING LTD,1
DKSH INTERNATIONAL LTD,1
DKSH SINGAPORE PTE LTD,1
DNX AUSTRALIA PTY LIMITED,2
DONG-A PHARMA PHILSINC FILIPINA,1
DONGFANG ELECTRIC CORPORATION,2
DOOSAN BOBCAT KOREA CO LTD,2
DOOSAN INDUSTRIAL VEHICLE CO LTD,2
DOW CHEMICAL PACIFIC SINGAPORE PRIVATE LIMITED,0
DOW CHEMICAL PACIFIC SINGAPORE PTE LTD,0
DOWSETT TRADING LTD,2
DP ARCHITECTS PTE LTD,1
DRAGON AMITY PTE LTD,0
DRAGON ENERGY CORPORATION,2
DRAYTON PTE LTD,1
DUBAI ISLAMIC BANK PJSC,1
DUFIL PRIMA FOODS PLC,1
DUTA ANGGADA REALTY TBK,2
DUTA PERTIWI TBK,1
DYNAPAC ROAD EQUIPMENT ASIA PACIFIC PTE LTD,2
DYNASTY HOLDING CELLA PTE LTD,0
EAGLE HIGH PLANTATIONS TBK,0
EAST PROFIT INTERNATIONAL ENTERPRISES LTD,0
EASTERN CAR LINER LTD,2
EASTERN FIELD DEVELOPMENT LIMITED,2
EASTERN FISH COMPANY,1
EASTERN PEAK GROUP CORPORATION,0
EASTERN PEARL FLOUR MILLS,1
EASTWAY EXPEDITION FZE,0
ECO COMODITY (SINGAPORE) PTE LTD,0
ECO TROPICAL RESOURCE PTE LTD,2
EDENOR OLEOCHEMICALS (M) SDN BHD,0
EDGE INSURANCE BROKERS LLC,0
EFG BANK AG,1
EGR AUTOMOTIVE,2
EKADHARMA INTERNATIONAL TBK,0
ELANG MAHKOTA TEKNOLOGI TBK,0
ELITEGROUP COMPUTER SYSTEMS CO LTD,1
ELLIPSE PROJECT SAS,2
ELNUSA TBK,2
ELYSIUM INVESTMENT PARTNERS LTD,0
EMEDIA EXPORT COMPANY MBH,1
EMERSON ASIA PACIFIC PRIVATE LIMITED,2
EMIRATES TARIAN GLOBAL VENTURES SPC,2
EMP GEBANG LIMITED,2
EMPRESAS COMERCIALES SA,0
ENERFO PTE LTD,1
ENERFO SHANGHAI TRADING CO LTD,1
ENERGI MEGA PERSADA TBK,1
ENERGY COLLIER PRIVATE LIMITED,2
ENERGY PLATFORM SDN BHD,0
ENNO ROGGEMANN GMBH & CO KG,1
ENSBURY KALTENG PTE LTD,0
ENSEVAL PUTERA MEGATRADING TBK,1
ENSIGN INFOSECURITY (ASIA PACIFIC) PTE LTD,1
EON ATLANTIC FOOTWEAR PTE LTD,0
EP ASIA HOLDINGS LP,1
EP ID HOLDINGS PTE LTD,1
EPAC FLEXIBLES ASIA PTE LTD,1
EPSILON HOLDING CELLA PTE LTD,0
EQUATOREX SDN BHD,0
EQUENTIA NATURAL RESOURCES PTE LTD,2
EQUITY DEVELOPMENT INVESTMENT TBK,0
EQUITY GLOBAL INTERNATIONAL LIMITED,1
ERAJAYA HOLDING PTE LTD,1
ERAJAYA SWASEMBADA TBK,1
ERATEX DJAJA TBK,0
ESSA INDUSTRIES INDONESIA TBK,2
ESSEX FURUKAWA MAGNET WIRE MALAYSIA SDN BHD,2
ETERNAL TSINGSHAN GROUP CO LTD,2
EVER SHINE TEXTILE INDUSTRY TBK,0
EVER YOUNG SEJATI,0
EXELTIS PHARMACEUTICALS HOLDING SL,1
EXIM MINERALS DMCC,0
EXPLOITASI ENERGI INDONESIA TBK,2
EXPRESS INC,0
EXPRESS TRANSINDO UTAMA TBK,0
EXTERRAN HOLDING COMPANY NL BV,1
EXTRACTOS NATURES GELYMAR,0
EXTROVEST COMMUNICATION SDN BHD MALAYSIA,1
FAIRFAX ASIA LIMITED,1
FAJAR MINING RESOURCES,1
FAJAR SURYA WISESA TBK,1
FAJRI CELULER,1
FALCON POWER CO LTD,2
FALMACO PTE LTD,0
FAR EAST COMMODITIES SA,2
FAST MARINE TRADING LIMITED,0
FASTFOOD INDONESIA,0
FASTFOOD INDONESIA PT,1
FATE S A I C I,0
FAVOREX PTE LTD,1
FE INDORAMA KOKAND TEXTILE LLC,1
FEDERAL HARDWARE ENGINEERING CO PTE LTD,2
FEDERAL LOGISTIK SISTEM,2
FEDERAL MOGUL INDIA,1
FEDERAL MOGUL YURA QINGDAO IGNITION CO LTD,1
FEPROTAMA PERTIWI,1
FERNANDO MARTINEZ-FRESNO MORENO,0
FIBERSTAR,1
FIBERSTAR PTE LTD,1
FIC PROPERTIES SDN BHD,0
FIDELITY FD SICAV,1
FIDELITY FUNDS ASIAN SMALLER COMPANIES POOL,0
FIELD INVESTMENT HOLDINGS PTE LTD,1
FIKA FOODS CORPORATIONS SDN BHD,1
FILTRATION SOLUTION PTE LTD,0
FIRST MEDIA TBK,1
FIRST PACIFIC,1
FIRST PACIFIC CAPITAL GROUP LIMITED,0
FIRST PACIFIC INVESTMENT MANAGEMENT LTD,1
FIRST RESOURCES LIMITED,0
FIVE JACK,0
FJ CAPITAL PTE LTD,1
FKS FOOD & AGRI PTE LTD,1
FKS MULTI AGRO TBK,1
FLAME ASIA RESOURCES PTE LTD,2
FOOT LOCKER MALAYSIA SDN BHD,0
FOOT LOCKER SINGAPORE PTE LTD,0
FORESTONE AUSTRALIA PTY LTD,1
FORINDO PRIVATE LIMITED,0
FORTUNE BAY RESOURCES PTE LTD,0
FORTUNE INDONESIA TBK,2
FORTUNE MATE INDONESIA TBK,1
FOSHAN LIANGTAO HAREWARE CO LTD,1
FOURTH PARTNER ENERGY SINGAPORE PTE LTD,2
FOX NETWORK GROUP ASIA PASIFIC LTD,1
FRABURG PTY LIMITED,1
FRANKLIN OFFSHORE INTERNATIONAL PTE LTD,2
FRASERS PROPERTY THAILAND PUBLIC COMPANY LIMITED,2
FREESIA NAVIGATION S.A,0
FRESNEL PERDANA MANDIRI,1
FREUDENBERG PTE LTD,2
FUELTRADE RESOURCES INTERNATIONAL PTE LTD,2
FUJI SAKURA SL,1
FUJIAN CHANGYI INDUSTRY CO LTD,2
FUJIAN FUHUI,2
FUJIAN RONGJIANG IMP AND EXP CO LTD TIONGKOK,2
FUJIAN TANGZHONG INTERNATIONAL TRADING CO LTD,1
FUJIFILM ASIA PACIFIC PTE LTD,1
FUJIKURA ASIA LIMITED,2
FUJIKURA LTD,2
FURUKAWA AUTOMOTIVE PARTS (VIETNAM) INC,2
FURUKAWA AUTOMOTIVE PARTS DONGGUAN LIMITED,2
FURUKAWA AUTOMOTIVE PARTS INC,2
FURUKAWA CIRCUIT FOIL TAIWAN CORPORATION,2
FURUKAWA ELECTRIC CO LTD,2
FURUKAWA ELECTRIC SINGAPORE PTE LTD,2
FURUKAWA SANGYO KAISHA THAILAND LTD,1
FURUKAWA SHANGHAI LTD,2
FUTAMURA CHEMICAL CO LTD,1
FUZHOU JINDEDI TRADE CO LTD,0
FUZHOU JUMIN TRADE CO LTD,0
FUZHOU XINDIAN FUEL CO LTD,2
G RUN PTE LTD,0
GA ROBUSTA F B COMPANY PTE LTD,0
GAIN & WIN PTE LTD,2
GAJAH TUNGGAL TBK,1
GALASCO INVESTMENTS LIMITED,0
GALAXY PRIME LTD,0
GALDERMA SINGAPORE PRIVATE LIMITED,1
GALLANT VENTURE LTD,2
GAME MULTI REALMS PTE LTD,1
GAMMA HOLDING CELLA PTE LTD,0
GANGHE INTERNATIONAL TRADING CO LTD,2
GARDA TUJUH BUANA TBK,0
GARDENIA COSMOTRADE LLP,0
GARMENT GREAT WAY CO LTD,0
GARMIN LTD,1
GARUDA INDONESIA (PERSERO) TBK,1
GARUDA INDONESIA HOLIDAY FRANCE S.A.S,1
GARUDA POLYFLEX FOODS PVT LTD,1
GD VALUEGUARD SDN BHD,0
GDEX BERHAD,0
GDEX SEA SDN BHD,0
GDS IDC SERVICES PTE LTD,2
GEMA GRAHASARANA TBK,0
GEMS TRADING RESOURCES PTE LTD,2
GENERAL ATLANTIC SINGAPORE CMR PTE LTD,1
GENESIS CORPORATION,2
GENUINE RECYCLING GROUP PTY LTD,1
GEO COAL INTERNATIONAL PTE LTD,2
GEODIS SINGAPORE PTE LTD,2
GIBCA PETROLEUM SERVICES CO LLC,0
GIII APPAREL GROUP LTD,0
GITI RADIAL TIRE (ANHUI) CO LTD,1
GITI TIRE (CANADA) LTD,1
GITI TIRE (FUJIAN) CO LTD,1
GITI TIRE (USA) PTE LTD,1
GITI TIRE GLOBAL TRADING PTE LTD,1
GLAS TRUST SINGAPORE LTD,2
GLENCORE INTERNATIONAL AG,2
GLENCORE INTERNATIONAL INVESTMENTS LTD,2
GLENWOOD CORPORATION,0
GLOBAL DIGITAL NIAGA,1
GLOBAL FOOTWEAR SERVICE PTE LTD,0
GLOBAL HOSPITALITY LICENSING SARL,1
GLOBAL HOUSE INTERNATIONAL COMPANY LIMITED,1
GLOBAL MARINE SERVICE CO LTD,2
GLOBAL MARINE SYSTEM LTD,1
GLOBAL MEDIACOM INTERNATIONAL LTD,0
GLOBAL OCEAN LINES LINES LTD,2
GLOBAL TRANSIT TRADING,2
GLORY SHIPPING MARITIME PTE LTD,2
GMR INFRASTRUCTURE LIMITED,2
GNPOWER MARIVELES,2
GNPOWER MARIVELES ENERGY CENTER LTD CO,2
GNXT INVESTMENT HOLDINGS PTE LTD,1
GO-JEK SINGAPORE PTE LTD,1
GOCHEAN HOLDINGS INCORPORATED,2
GODAM MARITIME LTD,0
GODFREY PHILLIPS INDIA LTD,1
GOJEK,0
GOLD BRIDGE SHIPPING LTD,2
GOLDEN CAPITAL FOUNDATION LIMITED,2
GOLDEN EAGLE ENERGY TBK,2
GOLDEN ENERGY AND RESOURCES LIMITED,2
GOLDEN ENERGY MINES TBK,2
GOLDEN HARBOUR INTERNATIONAL PTE LTD,2
GOLDEN HARVEST COCOA LTD,1
GOLDEN HARVEST COCOA PTE LTD,1
GOLDEN MULTIMEDIA HOLDINGS PTE LTD,2
GOLDEN POLINDO INDUSTRIES PTE LTD,1
GOLDEN PRIME POWER PTE LTD,2
GOLDEN RABBIT HOME,0
GOLDENBIRD PACIFIC TRADING PTE LTD,1
GOLDWAVE CAPITAL LIMITED,2
GOODYEAR INDONESIA TBK,0
GOPRODUCTS ENGINEERING INDIA LIMITED LIABILITY PARTNERSHIP,1
GORONTALO LISTRIK PERDANA,2
GOTO,0
GOTO INTERNATIONAL FINANCE LIMITED,1
GOURMET FUSION FOODS INC,0
GOVERNMENT OF SINGAPORE,2
GOWA MAKASSAR TOURISM DEVELOPMENT TBK,1
GOXMART TECHNOLOGY LTD,1
GOZCO PLANTATIONS TBK,0
GPSL COMPANY LIMITED,1
GRACE CAPITAL INVESTMENT LTD,0
GRAHA KEMASINDO INDAH,2
GRAHA KONSTRUKSI PERKASA,1
GRAND FOCUS INTERNATIONAL PTE LTD,0
GRAND OILS & FOODS (SINGAPORE) PTE LTD,0
GRAS WOOD WIDE BV,1
GREAT AIMS RESOURCES SDN BHD,2
GREAT FORCE TRADING LIMITED,2
GREATCARE GLAZE CO LTD,0
GREATWALL CAPITAL PTE LTD,1
GREATWALL DRILLING ASIA PACIFIC,0
GREEN EAGLE HOLDINGS PTE LTD,0
GREEN EAGLE SINGAPORE PTE LTD,0
GREEN RESOURCES INVESTMENTS PTE LTD,1
GREEN RIVER PTE LTD,0
GREENPOINT GLOBAL TRADING (MACAO COMMERCIAL OFFSHORE) LIMITED,0
GREENTECH INGREDIENTS PTE LTD,0
GREENWICH TECHNOLOGY DEVELOPMENT LTD,0
GRUP LIPPO,1
GS ENERGY CORPORATION,0
GTBO INTERNATIONAL FZE,0
GTS ENERGY TRADING PTE LTD,2
GUANGDONG ZHONGDE CABLE,2
GUANGZHOU CHINA RESOURCES THERMALPOWER CO LTD,2
GUANGZHOU SALVAGE,2
GUANGZHOU YUEHE ENERGY CO LTD,2
GUANGZHOU ZHUJIANG ELECTRIC POWER CO LTD,2
GUDANG GARAM TBK,0
GUNAWAN DIANJAYA STEEL TBK,2
GUNDALA MARITIME LTD,0
GUNUNG STEEL CO LTD,0
GUNZE LIMITED,0
H & M HENNES & MAURITZ AB,0
H2I SARL,1
HABRAKEN HOUTIMPORT,1
HALCON PRIMO LOGISTICS PTE LTD,2
HAMMERHEAD MARITIME LTD,0
HAMPTON LUMBER SALES CO INC,0
HANGZHOU HANGFA ELECTRICAL EQUIPMENT CO LTD,0
HANKOOK TIRE AND TECHNOLOGY CO LTD,0
HANNAWELL GROUP LIMITED,1
HANOCHEM,2
HANSEN (INTERNATIONAL) LTD,1
HANWA CO LTD,2
HANWHA GENERAL INSURANCE CO LTD,1
HANWHA LIFE INSURANCE CO LTD,1
HARPER COLLINS PUBLISHER LIMITED,0
HARUM ASIA CAPITAL PTE LTD,2
HARUM ENERGY AUSTRALIA LTD,2
HARUM ENERGY TBK,2
HARVEST ARCHIVE LTD,1
HASSAN ALI RICE EXPORT COMPANY,1
HASTINGS DEERING (AUSTRALIA) LIMITED,2
HAWKEYE GOLD LLC,1
HC TRADING ASIA AND PACIFIC PTE LTD,2
HC TRADING MALTA LIMITED,2
HEBEI FURAN INTERNATIONAL CO LTD,2
HEBEI HUATONG WIRES AND CABLES GROUP CO LTD,2
HEFEI PARAGON PLASTIC PACKAGING CO LTD,1
HEIDELBERG MATERIALS,0
HEIDELBERG MATERIALS AG,2
HEINEKEN INTERNATIONAL BV,0
HEJAZI FOODSTUFF PVT LTD,0
HENGTONG GLOBAL BUSINESS CO LTD,2
HENGTONG INTERNATIONAL ENGINEERING CO LTD,2
HENGTONG OPTIC ELECTRIC INTERNATIONAL CO LIMITED,2
HERALD RESOURCES PTY LTD,2
HERMANOS BELTRAN,0
HERON POINT,1
HEYDAY INVESTMENT LIMITED,0
HIAP SENG HUAT FOOD STUFF SDN BHD,1
HIGH PRO INVESTMENTS LIMITED,1
HIGH SPEED RAILWAY CONTRACTOR CONSORTIUM,2
HIGHLAND STRATEGIC HOLDINGS PTE LTD,2
HIGHLAND STRATEGIC HOLDINGS PTE. LTD.,2
HIKMAT HANIFI CO LTD,1
HILLMAS COAL PTE LTD,2
HINENI HIJAU ENERGY PTE LTD,0
HINENI RESOURCE PTE LTD,0
HINENI SEVEN RESOURCES DMCC,0
HISENSE INTERNATIONAL IND,1
HITMAKER STUDIOS / PT STUDIO FILM SUKSES,0
HK GOLDEN SAND INTERNATIONAL LTD,2
HM SAMPOERNA TBK,1
HM TRADING GLOBAL (APAC) PTE LTD,2
HMS BERGBAU AG,2
HO-PING POWER COMPANY,2
HOLYHEAD EAST LIMITED,1
HONG KONG RUI PU CO LTD,2
HONG KONG SHIPYARD LTD,1
HONGKONG JUNREN INTERNATIONAL TRADING CO LTD,2
HONOUR ACCORD LIMITED,0
HONOUR TOWER SDN BHD,0
HOPEWAY MARINE INC,0
HORMEL (CHINA) INVESTMENT CO LTD,1
HORMEL FOODS INTERNATIONAL CORP,1
HOTEL SAHID JAYA TBK,0
HOUSE OF WOOD TIMBER TRADING CO LLC,0
HOUTHANDEL LAMBERT VAN DEN BOSCH BV,1
HOUTIMPORT BEST,1
HOUTPLEX BV,1
HSE MINING PTY LTD,2
HSF S PTE LTD,0
HT INVESTMENT DEVELOPMENT LTD,0
HTK SHIPPING AND IMPORT EKSPORT COMPANY LIMITED,0
HUA GUAN ENERGY LIMITED,2
HUA QIN INTERNATIONAL TRADING,2
HUAXIANG GLOBAL LTD,2
HUDSON RIVER GROUP PTE LTD,2
HUMPUSS INTERMODA TRANSPORTASI TBK,1
HUNG TAI SHUN INTERNATIONAL TRADING LIMITED,0
HUSKY-CNOOC MADURA LIMITED,2
HUTCHISON ASIA TELECOMMUNICATIONS LIMITED,1
HX TRADING LIMITED,1
HYUNDAI DOOSAN INFRACORE CO LTD,2
HYUNDAI ENGINEERING & CONSTRUCTION CO LTD,2
IBM INTERNATIONAL GROUP BV,0
IBUKOTA DEVELOPMENT LTD,2
IDEMITSU KOSAN CO LTD,0
IFLIGHT TECHNOLOGY CO LTD,1
IKATAN ALUMNI TEKNIK UNDIP,0
ILENE INC,1
IMAGE FUTURE INVESTMENT (HK) LIMITED,0
IMPACK INTERNATIONAL PTE LTD,2
IMPACK ONE PTE LTD,2
IMPACK VIETNAM COMPANY LIMITED,2
IMPACKONE PTY LTD,2
IMPACKONE SDN BHD,2
IMPERIAL INVESTMENT LIMITED,2
IMPRUS PTE LTD,0
IMR ASIA HOLDING PTE LTD,2
IMR METALLURGICAL RESOURCES AG,2
INALUM,2
INBISCO (THAILAND) LTD,1
INDAH JAYA INVESTAMA,1
INDAH KIAT INTERNATIONAL FINANCE COMPANY B.V,2
INDAH KIAT PULP & PAPER TBK,2
INDAL ALUMINIUM INDUSTRY TBK,1
INDIGO PACIFIC CORPORATION,0
INDIKA CAPITAL INVESTMENTS PTE LTD,2
INDIKA CAPITAL PTE LTD,2
INDIKA CAPITAL RESOURCES LIMITED,2
INDIKA ENERGY CAPITAL II PTE LTD,2
INDIKA ENERGY CAPITAL III PTE LTD,2
INDIKA ENERGY CAPITAL IV PTE LTD,2
INDIKA ENERGY CAPITAL PTE LTD,2
INDIKA ENERGY TBK,2
INDIKA ENERGY TRADING PTE LTD,2
INDIKA POWER INVESTMENTS PTE LTD,2
INDIKA VENTURES PTE LTD,2
INDITECK TECHNOLOGY HONG KONG LIMITED,0
INDO ACIDATAMA TBK,0
INDO KORDSA TBK,0
INDO PASIFIC SHERATON,1
INDO STRAITS TBK,2
INDO TAMBANGRAYA MEGAH TBK,2
INDO TAUSCH TRADING DMCC,2
INDO TEKNIK DIESEL,2
INDOCEMENT,0
INDOCEMENT TUNGGAL PRAKARSA TBK,2
INDOCOAL RESOURCES (CAYMAN) LIMITED,2
INDOFARMA TBK,1
INDOFICA,0
INDOFOOD,1
INDOFOOD AGRI RESOURCES,1
INDOFOOD AGRI RESOURCES LTD,1
INDOFOOD CBP,1
INDOFOOD CBP SUKSES MAKMUR TBK,1
INDOFOOD FOOD INDUSTRIES SDN BHD,1
INDOFOOD SINGAPORE HOLDINGS PTE LTD,1
INDOFOOD SINGAPORE HOLDINGS PTE. LTD.,1
INDOFOOD SUKSES MAKMUR TBK,1
INDOINTERNATIONAL GREEN ENERGY RESOURCES PTE LTD,1
INDOMARET,1
INDOMETAL LIMITED,2
INDOMOBIL SUKSES INTERNASIONAL TBK,2
INDONESIA AIRASIA,0
INDONESIA ALUMINA REFINERY LTD,2
INDONESIA INVESTMENT AUTHORITY,1
INDONESIA PRIMA PROPERTY TBK,0
INDONESIAN PARADISE PROPERTY TBK,0
INDOPACIFIC ENERGY PTE LTD,2
INDOPOLY SWAKARSA INDUSTRY TBK,1
INDORAMA HOLDINGS BV,1
INDORAMA INDUSTRY PTE LTD,1
INDORAMA IPLIK SANAYI VE TICARET A.S,1
INDOSAT OOREDOO HUTCHISON,0
INDOSAT SINGAPORE PTE LTD,1
INDOSPRING TBK,1
INDOSTAR SL,1
INDOTAN LOMBOK PTE LTD,2
INDOVALUE CAPITAL ASSET,0
INDUSTRI PAMERAN NUSANTARA,2
INDUSTRIAL BANK OF KOREA,1
INGRAM MICRO ASIA LIMITED,1
INGRAM MICRO ASIA LTD,1
INGRAM MICRO DELAWARE INC,1
INHEALTH,2
INK COLOR INT PTE LTD,1
INNER MONGOLIA NORTH HAULER JOINT STOCK CO LTD,2
INNOVATE INSTANT COFFEE SDN BHD,0
INSTITUT TEKNOLOGI BANDUNG,2
INTAN SURYA PRATAMA,0
INTANWIJAYA INTERNASIONAL TBK,0
INTEGR 8 FUELS ASIA PTE LTD,2
INTER WAHANA NUSANTARA,1
INTER-DELTA TBK,0
INTERCON INTERNATIONAL STATIONERY CO LTD,1
INTERNATIONAL AIR TRANSPORT ASSOCIATION,1
INTERNATIONAL BEAUTY PRODUCTS LTD,1
INTERNATIONAL MINERALS COMPANY LLC,2
INTERNATIONAL RESOURCES LTD,1
INTERTASTE BV,0
INTERVENTURES CAPITAL PTE LTD,2
INTI BANGUN SEJAHTERA TBK,1
INTILAND DEVELOPMENT TBK,0
INTRACO PENTA TBK,0
INTREPID INVESTMENTS LIMITED,2
INVESTREE SINGAPORE PTE LTD,0
IPRICE GROUP,0
IPRICE GROUP SDN BHD,1
IRIS MARITIME INTERNATIONAL S.A,0
IRON MOUNTAIN HONG KONG LIMITED,1
IRON MOUNTAIN INCORPORATED,0
IRS GLOBAL PTE LTD,1
ISLAMIC DEVELOPMENT BANK,1
ISLAND CONCEPTS INDONESIA TBK,0
ISLAND REGENCY GROUP LIMITED,0
ISLAND SPICE INVESTMENTS LIMITED,2
ISV SA HONGKONG BRUNP & CATL CO.,2
ITOCHU KENZAI CORPORATION,0
ITOCHU SINGAPORE PTE LTD,0
J & P RESOURCES GOLD OHQ SDN BHD,2
J CREW,0
J RESOURCES ASIA PASIFIK TBK,2
J RESOURCES GOLD LTD,2
J RESOURCES NETHERLAND BV,2
J TRUST,0
J TRUST ASIA PTE LTD,0
J TRUST CO LTD,0
JA MITSUI LEASING LTD,2
JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT TBK,1
JAKARTA SETIABUDI INTERNASIONAL TBK,0
JALAN PANTAI LIMITED,0
JAMIPOL LIMITED,2
JAPET RES PTE LTD,1
JAPFA COMFEED INDONESIA TBK,1
JAPFA LTD,1
JARDINE CYCLE & CARRIAGE,2
JARDINE CYCLE CARRIAGE LIMITED,2
JARDINE MATHESON,2
JASINDO HEALTH CARE,1
JASUINDO TIGA PERKASA TBK,0
JAYA AGRA WATTIE TBK,1
JAYA KONSTRUKSI MANGGALA PRATAMA TBK,2
JAYA REAL PROPERTY TBK,2
JEFFLYNE GOLDEN HOLDINGS PTE LTD,1
JEMBO CABLE COMPANY TBK,2
JENG RINCE KITCHEN,2
JERA GLOBAL MARKETS PTE LTD,2
JFE SHOJI CORPORATION,2
JGC VENTURES PTE LTD,2
JIANGMEN JIN XING TRADING DEVELOPMENT CO LTD,1
JIANGSU CMZ ZIPPER SCI & TECH CO LTD,0
JIANGSU HENGTONG OPTOELECTRIC,2
JIANGSU HENGTONG WIRE CABLE TECHNOLOGY CO LTD,2
JIANGSU HENGXIN TECHNOLOGY LTD,2
JIANGSU METCOPLUS INDUSTRY INTERNATIONAL CO LTD,2
JIN DELI BUH HANG,0
JINDAL STAINLESS LIMITED,2
JO COSMETICS CO LTD,0
JOHN DEERE ASIA (SINGAPORE) PTE LTD,2
JOHN HARDY (HK) LTD,0
JOMARA SEAFOOD INC,0
JPMCB NA AIF CLT RE THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,0
JPMCB NA RE CATHAY LIFE LNSURANCE CO LTD,0
JPMCB NA RE JPMCB SINGAPORE BRANCH,0
JSW STEEL GLOBAL TRADE PTE LTD,2
JUNGHEINRICH LIFT TRUCK LTD,2
JUNIPER BIOLOGICS PTE LTD,1
K-VISION,1
K2 STRATEGIC PTE LTD,2
KABELINDO MURNI TBK,2
KABULINCO JAYA,1
KAI KWONG TRADING CO,1
KALBE FARMA TBK,1
KALBE NUTRITIONALS,1
KALTENG INVESTMENT PTE LTD,2
KANGAROO RESOURCES PTY LTD,0
KAPTEN CAROQ MARITIME LTD,0
KAPUAS RAYA ARMADA PERMAI LINES,2
KARUNIA BARA PERKASA,2
KARUNIA SELARAS ABADI,1
KARYA PERSADA KHATULISTIWA,1
KASIKORN VISION FINANCIAL COMPANY PTE LTD,1
KASIKORNBANK PUBLIC COMPANY LIMITED,1
KAWASAKI GAS TURBINE ASIA SDN BHD,2
KAWASAN INDUSTRI JABABEKA TBK,1
KAYU KAYU SUPER,1
KB MDI CENTAURI MASTER FUND PTE LTD,1
KCH ENERGY CO LTD,0
KDB TIFA FINANCE TBK,0
KEDAUNG INDAH CAN TBK,0
KEDAWUNG SETIA INDUSTRIAL TBK,0
KEDUTAAN BESAR INDIA,2
KEE CHONG CHING LAI ASIA PTE LTD,1
KEJAKSAAN AGUNG,2
KEMENTERIAN AGAMA REPUBLIK INDONESIA,2
KEMENTERIAN KELAUTAN DAN PERIKANAN REPUBLIK INDONESIA,2
KEMENTERIAN KESEHATAN REPUBLIK INDONESIA,2
KEMENTERIAN LUAR NEGERI REPUBLIK INDONESIA,2
KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF REPUBLIK INDONESIA,2
KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT REPUBLIK INDONESIA,2
KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN REPUBLIK INDONESIA,2
KEMENTERIAN PERHUBUNGAN REPUBLIK INDONESIA,2
KEMENTERIAN PERINDUSTRIAN REPUBLIK INDONESIA,2
KEMENTERIAN PERTAHANAN REPUBLIK INDONESIA,2
KEMENTERIAN SEKRETARIAT NEGARA REPUBLIK INDONESIA,2
KENDILO PTE LTD,2
KEPOLISIAN NEGARA REPUBLIK INDONESIA,2
KEPPEL FUND MANAGEMENT LIMITED,2
KERAMIK LAUFEN AG,1
KERAMIKA INDONESIA ASSOSIASI TBK,0
KERATON INVESTMENT LTD,1
KERJASAMA OPERASI FORTUNA INDONESIA,0
KERJASAMA OPERASI SAHID MEGATAMA KARYA GEMILANG,0
KERJASAMA OPERASI SAHID MULTI PRATAMA GEMILANG,0
KESTREL WAVE INVESTMENT LTD,2
KEX FOTOKINA,0
KEX KOPAPRA,0
KEX MARI PRO SETIABUDI,0
KEX SAKURA PHOTO,0
KIA MOTOR CORPORATION,2
KIA MOTORS INDIA PRIVATE LIMITED,2
KIM GUAN HAP KEE SDN BHD,1
KIMBERLYCLARK CORPORATION,1
KIMIA FARMA DAWAA CO LTD,1
KIMIA FARMA TBK,2
KINGDOM RESOURCES DMCC,0
KINO CARE CONSUMER CO LTD,1
KINO CARE SDN BHD,1
KINO CONSUMER PHILIPPINES INC,1
KINO INCORPORATION CO LTD,1
KINO INTERNATIONAL PTE LTD,1
KINO JAPAN KABUSHIKI KAISHA,1
KINO VIETNAM CO LTD,1
KITAI RESOURCES LIMITED,2
KJPP PATUH ANSORI,0
KLINIK AGP ARTHAKES,1
KLOCKNER PENTAPLAST (THAILAND) LTD,1
KMI WIRE AND CABLE TBK,1
KNAPE HOUT BV,1
KNK ENERGY PTE LTD,2
KOBAYASHI WOVEN LABELS CO LTD,0
KOBEXINDO TRACTORS TBK,2
KODAK ALARIS INC,0
KODAK ALARIS PTE LTD,0
KOFFIE HOME,1
KOI KOI TRADING,0
KOK SENG ELECTRONICS CO LTD,2
KOKOH INTI AREBAMA TBK,1
KOKUSAI PULP AND PAPER CO LTD,1
KOLMAR SINGAPORE PTE LTD,1
KOMODO FUND,1
KONSORSIUM IFORTE HTS,1
KOOKMIN BANK CO LTD,0
KOPERASI BORNEO AGROSINDO SANTOSA,1
KOPERASI HARAPAN MAKMUR BERSAMA,0
KOPERASI JAMINAN MASA DEPAN SEJAHTERA,0
KOPERASI JASA ADHI SEJAHTERA,2
KOPERASI KARYAWAN BETON MAKMUR WIJAYA,2
KOPERASI KARYAWAN CARDIGINTERNATIONAL GROUP,0
KOPERASI KARYAWAN LATINUSA,2
KOPERASI KARYAWAN PT BUKAKA TEKNIK UTAMA TBK,2
KOPERASI KARYAWAN SEHATI,2
KOPERASI KARYAWAN WEGE,2
KOPERASI KARYAWAN WIKA GEDUNG,2
KOPERASI KEHAM LESTARI,0
KOPERASI KELUARGA BESAR SEMEN PADANG,2
KOPERASI KONSUMEN KARYAWAN MANDIRI WIDODO MAKMUR,0
KOPERASI KUMAI HULU SEBERANG,0
KOPERASI LANGGAI BERSAMA,2
KOPERASI LANGGAI JAYA MAKMUR,2
KOPERASI MARAGA JAYA,0
KOPERASI MEDIA SEJAHTERA BERSAMA,0
KOPERASI MELATA JAYA INDAH,0
